"f5","f6","f7","f8","f9","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f00"
0.0481283422459893,0.227642276422764,0.298387096774194,0,0,0.0223880597014925,0.0298507462686567,0,0,0.0152671755725191,0,0,0,0,0.00763358778625954,0.548076923076923,0,0,0,0,0,0,0,0,0,0,0
0.39572192513369,0,0.120967741935484,0.325581395348837,0,0,0.58955223880597,0,0,0,0,0,0,0,0,0,0,0,0,0.0520833333333333,0.459459459459459,0,0,0,0,0,0
0.310160427807487,0.0650406504065041,0.435483870967742,0,0,0,0,0,0.0902255639097744,0.381679389312977,0,0,0.00854700854700855,0.0172413793103448,0,0,0.266666666666667,0.347222222222222,0,0,0,0,0,0,0,0,0
0.406417112299465,0.0731707317073171,0,0,0,0,0,0.14,0.0676691729323308,0.16793893129771,0.27972027972028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
0.251336898395722,0,0,0,0,0,0,0.306666666666667,0,0.0229007633587786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.245989304812834,0,0,0,0,0.00746268656716418,0.00746268656716418,0.246666666666667,0.0676691729323308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.390374331550802,0.195121951219512,0,0,0,0,0,0,0,0.0916030534351145,0.573426573426573,0.0683760683760684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.229946524064171,0.0487804878048781,0.0241935483870968,0,0,0,0,0,0.278195488721804,0.0687022900763359,0,0,0,0.00862068965517241,0.0610687022900763,0,0,0,0,0,0,0,0,0,0,0,1
0.304812834224599,0.390243902439024,0.0645161290322581,0,0,0,0.0149253731343284,0,0,0.343511450381679,0.125874125874126,0,0,0.224137931034483,0.190839694656489,0,0,0,0,0,0,0,0,0,0,0,0
0.32620320855615,0,0,0,0,0.23134328358209,0.23134328358209,0,0.0150375939849624,0.00763358778625954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.545454545454545,0,0,0,0,0,0,0.553333333333333,0.18796992481203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0267379679144385,0.292682926829268,0.120967741935484,0.387596899224806,0,0.00746268656716418,0.0149253731343284,0.00666666666666667,0,0,0,0,0,0.137931034482759,0.206106870229008,0,0,0,0,0,0.27027027027027,0.283582089552239,0,0,0,0,0
0.251336898395722,0.24390243902439,0.225806451612903,0.209302325581395,0,0,0,0.02,0,0,0.223776223776224,0.384615384615385,0,0,0,0,0,0,0.0740740740740741,0.333333333333333,0,0,0,0,0,0,0
0.304812834224599,0.113821138211382,0,0,0,0,0.0298507462686567,0.00666666666666667,0,0.0916030534351145,0.405594405594406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
0.299465240641711,0.00813008130081301,0,0.0387596899224806,0.0377358490566038,0,0,0.02,0.0225563909774436,0.374045801526718,0.034965034965035,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0.0434782608695652,0,0,1
0.262032085561497,0.0569105691056911,0,0,0,0.134328358208955,0.223880597014925,0,0.0075187969924812,0.00763358778625954,0,0,0.0256410256410256,0.0517241379310345,0,0,0,0,0,0,0,0,0,0,0,0,1
0.331550802139037,0.032520325203252,0.0483870967741935,0.0155038759689922,0,0,0.00746268656716418,0.213333333333333,0.233082706766917,0,0,0.0341880341880342,0.0256410256410256,0,0,0,0,0.0138888888888889,0.037037037037037,0,0,0,0,0,0,0,1
0.27807486631016,0,0,0,0,0,0.0149253731343284,0.26,0.105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.320855614973262,0.024390243902439,0,0,0,0.00746268656716418,0.0223880597014925,0.00666666666666667,0,0.366412213740458,0.0979020979020979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.219251336898396,0,0,0,0,0,0,0,0.120300751879699,0.213740458015267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.422459893048128,0.016260162601626,0,0,0,0,0,0.173333333333333,0.421052631578947,0,0.013986013986014,0.00854700854700855,0.0170940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
0.304812834224599,0,0,0,0,0.0149253731343284,0.0746268656716418,0.02,0.345864661654135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.556149732620321,0,0,0,0,0,0.223880597014925,0.12,0,0.473282442748092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.240641711229947,0,0.0483870967741935,0,0,0,0.276119402985075,0.06,0,0.00763358778625954,0.00699300699300699,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,1
0.449197860962567,0,0,0,0,0.417910447761194,0.0447761194029851,0,0.0902255639097744,0.106870229007634,0.00699300699300699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.176470588235294,0.203252032520325,0.32258064516129,0.441860465116279,0,0,0,0,0,0,0.132867132867133,0.358974358974359,0,0,0,0,0,0.0138888888888889,0.00925925925925926,0.5625,0.202702702702703,0,0,0,0,0,0
0.406417112299465,0,0,0,0,0,0,0.106666666666667,0.496240601503759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
0.245989304812834,0.024390243902439,0.274193548387097,0.155038759689922,0,0.0373134328358209,0.313432835820896,0,0,0,0,0.0427350427350427,0.00854700854700855,0,0,0,0,0,0.25,0.145833333333333,0,0,0,0,0,0,0
0.224598930481283,0.0731707317073171,0,0,0,0,0,0.0333333333333333,0.0300751879699248,0.0534351145038168,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.668449197860963,0.284552845528455,0,0,0,0,0.276119402985075,0.166666666666667,0,0.137404580152672,0.237762237762238,0.47008547008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.299465240641711,0,0,0,0,0.343283582089552,0.082089552238806,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.347593582887701,0,0,0,0,0,0.0223880597014925,0.266666666666667,0.195488721804511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.390374331550802,0.227642276422764,0.0241935483870968,0,0,0,0,0.04,0.421052631578947,0,0,0.162393162393162,0.222222222222222,0,0,0,0.0222222222222222,0.0138888888888889,0,0,0,0,0,0,0,0,0.2
0.245989304812834,0.138211382113821,0,0,0,0,0,0,0.0075187969924812,0.0229007633587786,0.363636363636364,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
0.32620320855615,0,0.0483870967741935,0,0,0,0.0149253731343284,0.00666666666666667,0.142857142857143,0.32824427480916,0,0,0,0,0,0,0.0222222222222222,0.0416666666666667,0,0,0,0,0,0,0,0,1
0.267379679144385,0,0,0,0,0.313432835820896,0.0373134328358209,0.0133333333333333,0.0075187969924812,0.0152671755725191,0.020979020979021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.497326203208556,0.463414634146341,0,0,0,0,0,0,0,0.0687022900763359,0.447552447552448,0.717948717948718,0.00854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.117647058823529,0,0,0,0,0,0.0447761194029851,0.1,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.422459893048128,0,0,0,0,0.246268656716418,0.380597014925373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.245989304812834,0.0975609756097561,0.0564516129032258,0.0310077519379845,0,0,0,0,0,0.0763358778625954,0.363636363636364,0,0,0,0,0,0,0,0.0555555555555556,0.03125,0,0,0,0,0,0,1
0.491978609625668,0.0894308943089431,0.0161290322580645,0,0,0.171641791044776,0.171641791044776,0.0133333333333333,0,0.114503816793893,0.328671328671329,0,0,0,0,0,0,0.0138888888888889,0,0,0,0,0,0,0,0,0
0.0320855614973262,0.317073170731707,0.0403225806451613,0,0,0,0.0223880597014925,0.02,0,0,0,0,0,0.258620689655172,0.106870229007634,0,0,0,0,0,0,0,0,0,0,0,0
0.122994652406417,0.186991869918699,0,0,0,0,0,0,0,0,0.034965034965035,0.341880341880342,0,0.0172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0.2
0,0.024390243902439,0.032258064516129,0.00775193798449612,0.622641509433962,0,0,0,0,0,0,0,0,0,0.0152671755725191,0.0384615384615385,0,0,0,0,0,0,0,0,0.04,0.82051282051282,0
0.224598930481283,0.211382113821138,0,0,0,0,0,0,0.0075187969924812,0.0229007633587786,0.202797202797203,0.324786324786325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.588235294117647,0.0731707317073171,0,0,0,0,0.00746268656716418,0.306666666666667,0.142857142857143,0.183206106870229,0.265734265734266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.572192513368984,0,0,0,0,0.253731343283582,0.358208955223881,0.213333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0160427807486631,0.32520325203252,0.032258064516129,0,0,0,0,0.0133333333333333,0.0075187969924812,0,0,0,0,0.275862068965517,0.0916030534351145,0,0,0,0,0,0,0,0,0,0,0,0
0.67379679144385,0.0731707317073171,0,0,0,0,0,0.206666666666667,0.24812030075188,0.32824427480916,0.251748251748252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0160427807486631,0.154471544715447,0,0,0,0,0,0.0133333333333333,0.0075187969924812,0,0,0,0,0.163793103448276,0,0,0,0,0,0,0,0,0,0,0,0,1
0.25668449197861,0.349593495934959,0.338709677419355,0.00775193798449612,0,0,0,0.0733333333333333,0.278195488721804,0,0,0.0512820512820513,0.00854700854700855,0,0.129770992366412,0.548076923076923,0,0,0,0,0.0135135135135135,0,0,0,0,0,0
0.32620320855615,0.032520325203252,0,0,0,0,0,0,0,0.473282442748092,0.00699300699300699,0.0170940170940171,0.0341880341880342,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.251336898395722,0.130081300813008,0,0.0155038759689922,0.0754716981132075,0.00746268656716418,0.0149253731343284,0,0,0.00763358778625954,0.41958041958042,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.0256410256410256,0.7
0.171122994652406,0.252032520325203,0.233870967741935,0,0,0,0,0,0,0,0.307692307692308,0.0170940170940171,0,0,0,0.346153846153846,0.0777777777777778,0,0,0,0,0,0,0,0,0,0
0.764705882352941,0.138211382113821,0,0,0,0.343283582089552,0.208955223880597,0.12,0,0.0381679389312977,0.503496503496504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.363636363636364,0,0,0,0,0,0,0.26,0.255639097744361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.518716577540107,0.317073170731707,0,0,0,0,0,0.26,0.293233082706767,0.00763358778625954,0.020979020979021,0.213675213675214,0.299145299145299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.251336898395722,0,0.588709677419355,0.13953488372093,0,0.171641791044776,0.171641791044776,0.0133333333333333,0.0150375939849624,0,0,0,0,0,0,0,0,0.277777777777778,0.462962962962963,0,0,0,0,0,0,0,0
0.336898395721925,0.146341463414634,0.032258064516129,0,0,0.00746268656716418,0.0149253731343284,0,0.0150375939849624,0.0916030534351145,0.468531468531469,0,0,0,0,0.0384615384615385,0.0111111111111111,0,0,0,0,0,0,0,0,0,0.6
0.192513368983957,0.195121951219512,0,0,0,0,0,0.00666666666666667,0.0075187969924812,0,0.153846153846154,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.433155080213904,0.211382113821138,0.225806451612903,0,0,0.0671641791044776,0.276119402985075,0,0,0.16793893129771,0.167832167832168,0,0,0,0,0.394230769230769,0.0222222222222222,0,0,0,0,0,0,0,0,0,0
0.224598930481283,0.219512195121951,0.209677419354839,0,0,0.0149253731343284,0.0149253731343284,0.0133333333333333,0,0.16793893129771,0.167832167832168,0,0,0,0.0229007633587786,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0.1
0.245989304812834,0,0,0.0775193798449612,0.00943396226415094,0,0.313432835820896,0.04,0.0075187969924812,0,0,0,0,0,0,0,0,0,0,0,0,0.0597014925373134,0.0909090909090909,0,0,0,1
0.331550802139037,0.317073170731707,0,0,0,0,0.328358208955224,0.126666666666667,0,0,0,0,0.136752136752137,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.4
0.0106951871657754,0.317073170731707,0.209677419354839,0,0,0,0,0,0,0,0,0,0.0854700854700855,0.0862068965517241,0.0381679389312977,0.365384615384615,0,0,0,0,0,0,0,0,0,0,0
0.0160427807486631,0.471544715447154,0,0,0,0.0149253731343284,0.00746268656716418,0,0,0,0,0,0,0.508620689655172,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0481283422459893,0.308943089430894,0.0483870967741935,0,0,0,0,0,0.0451127819548872,0.0229007633587786,0,0,0,0.224137931034483,0.137404580152672,0,0,0,0,0,0,0,0,0,0,0,0
0.25668449197861,0.0894308943089431,0.104838709677419,0.00775193798449612,0,0,0,0,0,0.33587786259542,0.0699300699300699,0,0,0,0,0.173076923076923,0.0111111111111111,0,0,0,0,0,0.0227272727272727,0,0,0,1
0.486631016042781,0.300813008130081,0.032258064516129,0,0,0,0.0373134328358209,0.0266666666666667,0,0.366412213740458,0.216783216783217,0.162393162393162,0.239316239316239,0,0,0,0,0.0277777777777778,0,0,0,0,0,0,0,0,0
0.39572192513369,0.341463414634146,0.161290322580645,0.0155038759689922,0.0754716981132075,0,0,0.366666666666667,0.180451127819549,0,0,0,0,0,0.412213740458015,0.0384615384615385,0,0,0,0,0,0,0,0,0.08,0.0256410256410256,0.2
0.251336898395722,0.00813008130081301,0.419354838709677,0.0852713178294574,0,0,0,0.00666666666666667,0.0075187969924812,0.343511450381679,0.013986013986014,0.00854700854700855,0,0,0,0,0,0.263888888888889,0.268518518518519,0,0,0,0,0,0,0,0
0.39572192513369,0.260162601626016,0.282258064516129,0,0,0.350746268656716,0.238805970149254,0,0,0,0,0,0,0,0.0916030534351145,0.442307692307692,0.0222222222222222,0,0,0,0,0,0,0,0,0,0
0.636363636363636,0,0,0,0,0.246268656716418,0.238805970149254,0.08,0.37593984962406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.631016042780749,0,0,0,0,0,0.626865671641791,0.273333333333333,0,0.00763358778625954,0.00699300699300699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.053475935828877,0,0,0.209302325581395,0.339622641509434,0.0149253731343284,0.0447761194029851,0,0.0225563909774436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536231884057971,0,0,0
0.636363636363636,0,0,0.00775193798449612,0.00943396226415094,0.0149253731343284,0.238805970149254,0.466666666666667,0.172932330827068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144927536231884,0,0,0
0.74331550802139,0.170731707317073,0,0.0155038759689922,0.00943396226415094,0.41044776119403,0.313432835820896,0.186666666666667,0,0,0.00699300699300699,0.376068376068376,0,0,0,0,0,0,0,0,0,0,0.0227272727272727,0.0144927536231884,0,0,0
0.336898395721925,0,0,0,0,0,0.0223880597014925,0,0.157894736842105,0.33587786259542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.540106951871658,0.032520325203252,0,0,0,0,0.00746268656716418,0.246666666666667,0.0676691729323308,0.358778625954198,0.118881118881119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.705882352941177,0,0,0,0,0.373134328358209,0.0895522388059701,0.213333333333333,0.353383458646617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.219251336898396,0.113821138211382,0.225806451612903,0.209302325581395,0,0.0149253731343284,0.00746268656716418,0,0,0.00763358778625954,0.34965034965035,0.0341880341880342,0,0,0,0,0,0,0.0740740740740741,0.333333333333333,0,0,0,0,0,0,0.3
0.459893048128342,0,0,0,0,0.0373134328358209,0.313432835820896,0,0.037593984962406,0.312977099236641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.133689839572193,0.292682926829268,0.0241935483870968,0.00775193798449612,0,0,0,0.00666666666666667,0.0150375939849624,0,0,0.282051282051282,0.239316239316239,0,0,0,0,0.0138888888888889,0.0185185185185185,0,0,0,0,0,0,0,0
0.657754010695187,0,0,0,0,0,0.529850746268657,0.113333333333333,0.285714285714286,0.0381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.39572192513369,0.252032520325203,0.266129032258065,0,0,0.17910447761194,0.41044776119403,0,0,0,0,0,0,0,0.0916030534351145,0.442307692307692,0,0,0,0,0,0,0,0,0,0,0
0.320855614973262,0,0.42741935483871,0.0232558139534884,0,0,0.0895522388059701,0.333333333333333,0,0,0.013986013986014,0.00854700854700855,0,0,0,0,0,0.486111111111111,0.0833333333333333,0,0,0,0,0,0,0,0
0.0053475935828877,0.48780487804878,0.0241935483870968,0,0,0,0,0,0,0,0,0,0.0170940170940171,0.46551724137931,0.0610687022900763,0,0,0,0,0,0,0,0,0,0,0,0
0.32620320855615,0,0,0,0,0,0.373134328358209,0.08,0,0.0152671755725191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.486631016042781,0.105691056910569,0,0,0,0.00746268656716418,0.0149253731343284,0,0.240601503759398,0.16793893129771,0.377622377622378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.160427807486631,0.227642276422764,0.0161290322580645,0.0310077519379845,0,0,0,0,0,0,0.034965034965035,0.478632478632479,0,0,0,0,0,0,0,0.0208333333333333,0.0405405405405405,0,0,0,0,0,0
0.251336898395722,0.138211382113821,0.0161290322580645,0,0,0,0,0,0,0.0610687022900763,0.377622377622378,0.0170940170940171,0.0256410256410256,0,0.00763358778625954,0.0192307692307692,0,0,0,0,0,0,0,0,0,0,0.6
0.561497326203209,0.398373983739837,0,0,0,0.417910447761194,0.0447761194029851,0,0,0,0.27972027972028,0.324786324786325,0.0256410256410256,0.172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32620320855615,0,0.120967741935484,0.635658914728682,0,0,0,0.08,0.383458646616541,0.0152671755725191,0,0,0,0,0,0,0,0,0,0,0.621621621621622,0.313432835820896,0,0,0,0,0
0.197860962566845,0.520325203252033,0,0,0,0,0,0,0,0,0.0769230769230769,0.427350427350427,0.222222222222222,0.155172413793103,0,0,0,0,0,0,0,0,0,0,0,0,0
0.262032085561497,0,0,0,0,0.0671641791044776,0.276119402985075,0,0.0225563909774436,0.0152671755725191,0.013986013986014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.251336898395722,0.317073170731707,0,0,0,0.208955223880597,0.134328358208955,0,0,0,0,0,0.128205128205128,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.4
0.106951871657754,0,0.274193548387097,0.155038759689922,0,0.0895522388059701,0.0597014925373134,0,0,0,0,0,0,0,0,0,0,0,0.25,0.145833333333333,0,0,0,0,0,0,0
0.342245989304813,0,0.032258064516129,0.0155038759689922,0,0,0.00746268656716418,0.0333333333333333,0.18796992481203,0.282442748091603,0,0,0,0,0,0,0,0,0.0277777777777778,0.0104166666666667,0,0,0,0,0,0,1
0.0855614973262032,0.617886178861789,0.0241935483870968,0,0,0,0,0.00666666666666667,0,0,0,0.0598290598290598,0.41025641025641,0.293103448275862,0.0381679389312977,0.0192307692307692,0,0,0,0,0,0,0,0,0,0,0
0.561497326203209,0,0,0,0,0.276119402985075,0.0671641791044776,0,0.37593984962406,0.114503816793893,0,0.00854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.310160427807487,0,0.00806451612903226,0.0232558139534884,0,0,0.276119402985075,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0,0,0,0,0,1
0.379679144385027,0.146341463414634,0,0,0,0,0.171641791044776,0.153333333333333,0.0075187969924812,0.0152671755725191,0.111888111888112,0.247863247863248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
0.508021390374332,0,0,0,0,0.0671641791044776,0,0.213333333333333,0.383458646616541,0.0687022900763359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.203208556149733,0.382113821138211,0.161290322580645,0,0,0,0,0,0,0.183206106870229,0.146853146853147,0,0,0,0.427480916030534,0.0288461538461538,0,0,0,0,0,0,0,0,0,0,0
0.385026737967914,0.373983739837398,0,0,0,0.0149253731343284,0,0,0,0,0.384615384615385,0.581196581196581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.336898395721925,0.00813008130081301,0,0,0,0.0373134328358209,0.141791044776119,0.293333333333333,0,0,0,0,0,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,1
0.529411764705882,0.032520325203252,0.0403225806451613,0.0232558139534884,0,0,0.313432835820896,0.0333333333333333,0.0075187969924812,0.33587786259542,0.13986013986014,0,0,0,0,0,0,0,0.0277777777777778,0.03125,0,0,0,0,0,0,0
0.32620320855615,0,0,0,0,0,0,0.166666666666667,0.300751879699248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.310160427807487,0,0.0725806451612903,0.527131782945736,0.0566037735849057,0,0,0,0.142857142857143,0.32824427480916,0,0,0,0,0,0,0,0,0,0,0.378378378378378,0.238805970149254,0.295454545454545,0,0,0,0
0.262032085561497,0.016260162601626,0,0,0,0,0,0.06,0.300751879699248,0.00763358778625954,0.013986013986014,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.433155080213904,0.317073170731707,0,0,0,0,0,0,0.0225563909774436,0.0152671755725191,0.58041958041958,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.491978609625668,0.195121951219512,0.0564516129032258,0.00775193798449612,0,0,0.328358208955224,0.126666666666667,0,0,0.146853146853147,0.341880341880342,0,0,0,0,0,0.0277777777777778,0.037037037037037,0,0,0,0,0,0,0,0
0.459893048128342,0.138211382113821,0,0,0,0,0.0223880597014925,0,0.37593984962406,0.0916030534351145,0.125874125874126,0.230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
0.0267379679144385,0,0.395161290322581,0.0310077519379845,0,0.00746268656716418,0,0,0.0075187969924812,0.0152671755725191,0.00699300699300699,0,0,0,0,0,0,0.402777777777778,0.111111111111111,0,0,0,0,0,0,0,0
0.288770053475936,0,0.0483870967741935,0.0155038759689922,0,0,0,0.246666666666667,0.105263157894737,0.0305343511450382,0.013986013986014,0,0,0,0,0,0,0.0138888888888889,0.0462962962962963,0,0,0,0,0,0,0,1
0.245989304812834,0,0.540322580645161,0.193798449612403,0,0,0,0.0133333333333333,0.285714285714286,0.0687022900763359,0,0,0,0,0,0,0,0.0416666666666667,0.62037037037037,0,0,0,0,0,0,0,0
0.0748663101604278,0.276422764227642,0.0967741935483871,0.426356589147287,0,0,0,0,0.0300751879699248,0.00763358778625954,0,0,0.307692307692308,0.0775862068965517,0,0,0,0,0,0,0.486486486486487,0.149253731343284,0,0,0,0,0
0.502673796791444,0.105691056910569,0,0,0,0,0,0,0.18796992481203,0.267175572519084,0.377622377622378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0695187165775401,0.365853658536585,0,0.403100775193798,0.0566037735849057,0,0,0,0,0,0,0,0.487179487179487,0.0258620689655172,0,0,0,0,0,0,0,0.388059701492537,0.295454545454545,0,0,0,0
0.417112299465241,0.0487804878048781,0.00806451612903226,0.00775193798449612,0,0.0447761194029851,0.111940298507463,0.0466666666666667,0,0.290076335877863,0.167832167832168,0,0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0,0.6
0.310160427807487,0.373983739837398,0.112903225806452,0,0,0,0,0,0.18796992481203,0.282442748091603,0,0,0,0.120689655172414,0.343511450381679,0,0,0,0,0,0,0,0,0,0,0,0
0.411764705882353,0.113821138211382,0,0,0,0,0,0.14,0.210526315789474,0.0152671755725191,0.230769230769231,0.102564102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
0.556149732620321,0.016260162601626,0,0,0,0,0.440298507462687,0.326666666666667,0,0,0.00699300699300699,0.0170940170940171,0.00854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.449197860962567,0,0,0.0387596899224806,0.0283018867924528,0.298507462686567,0.298507462686567,0.00666666666666667,0.0075187969924812,0.0610687022900763,0,0,0,0,0,0,0,0,0,0,0,0,0.0681818181818182,0.0289855072463768,0,0,0
0.657754010695187,0,0,0,0,0,0.313432835820896,0.586666666666667,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.556149732620321,0,0,0,0,0,0.373134328358209,0.0933333333333333,0.345864661654135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.245989304812834,0.016260162601626,0,0.0775193798449612,0.179245283018868,0.171641791044776,0.171641791044776,0.00666666666666667,0.0075187969924812,0,0,0,0,0.0172413793103448,0,0,0,0,0,0,0,0,0,0.130434782608696,0.14,0,0
0.0855614973262032,0.308943089430894,0,0,0,0,0,0,0.0526315789473684,0.0381679389312977,0,0,0.179487179487179,0.206896551724138,0,0,0,0,0,0,0,0,0,0,0,0,0
